temperature,temp_excursion_magnitude,excursion_duration_min,humidity,delay_minutes,remaining_transit_min,cargo_sensitivity,route_risk,traffic_level,handling_events,refrigeration_condition,distance_km,cargo_type_encoded,spoilage_event
3.38,0.0,0.0,68.5,168.6,67.3,3,0.357,1,0,1,122.2,2,1
-21.21,0.73,13.9,40.8,35.0,63.4,3,0.263,2,1,1,116.9,0,1
2.73,0.0,0.0,71.3,55.2,221.9,2,0.3,2,3,3,173.4,3,1
0.58,0.25,7.1,73.2,48.2,94.0,2,0.445,1,0,1,180.2,3,0
-17.29,0.0,0.0,63.1,24.9,203.2,3,0.134,2,2,1,579.3,0,1
3.01,0.0,0.0,46.8,3.4,122.6,3,0.546,2,2,2,137.2,1,1
2.25,0.0,0.0,91.4,21.0,117.9,3,0.189,1,0,1,107.8,2,0
5.59,0.0,0.0,49.0,125.5,218.3,3,0.339,1,3,3,125.7,2,1
5.38,0.0,0.0,74.9,128.2,114.2,2,0.071,2,1,1,161.6,4,0
6.45,0.0,0.0,68.0,167.6,182.6,3,0.201,2,1,1,252.8,1,1
10.46,0.46,13.2,74.0,11.9,110.5,2,0.146,2,1,3,158.4,4,0
5.69,0.0,0.0,90.6,55.4,37.9,3,0.211,2,0,1,98.3,2,0
6.21,0.0,0.0,73.4,48.2,26.9,2,0.23,3,0,1,125.1,4,1
2.31,0.0,0.0,56.6,14.0,61.9,3,0.201,1,0,1,484.3,1,0
-20.72,0.43,8.7,81.6,10.9,177.5,3,0.308,2,1,1,336.0,0,1
-13.54,1.46,16.6,55.5,96.5,99.1,3,0.05,1,3,1,460.2,0,1
2.69,0.0,0.0,67.5,43.5,117.2,3,0.36,1,0,1,147.2,1,1
2.39,0.0,0.0,45.6,32.0,37.9,2,0.176,3,0,1,217.8,4,1
-17.6,0.0,0.0,49.5,8.9,155.2,3,0.479,3,0,1,590.3,0,1
4.77,0.0,0.0,65.8,30.7,195.8,3,0.232,1,3,1,97.1,1,1
-19.76,0.0,0.0,70.5,11.7,155.6,3,0.385,1,0,1,291.3,0,1
4.24,0.0,0.0,39.5,13.7,236.5,2,0.145,3,3,2,212.7,4,1
5.57,1.57,14.7,72.5,49.7,18.7,2,0.45,1,0,1,54.0,3,1
0.49,0.31,8.9,52.7,18.8,18.5,2,0.19,3,0,1,353.8,3,0
-0.98,1.19,12.9,84.2,138.5,127.5,2,0.304,1,0,1,352.5,3,1
4.86,0.86,11.6,59.7,53.6,74.9,2,0.394,2,0,1,226.3,3,1
3.73,0.0,0.0,48.1,0.0,169.5,2,0.617,1,0,1,309.7,3,0
-19.05,0.0,0.0,66.1,9.6,193.5,3,0.217,2,3,3,265.6,0,1
1.04,0.0,0.0,51.3,76.5,38.0,2,0.144,1,1,1,305.3,4,0
0.64,0.22,2.4,84.0,4.4,221.4,2,0.318,2,0,2,516.4,3,0
2.36,0.0,0.0,65.0,4.5,21.7,2,0.197,3,1,1,442.7,3,0
7.91,0.0,0.0,62.7,33.2,169.9,3,0.541,1,0,2,204.1,1,1
2.41,0.0,0.0,73.9,0.2,101.5,2,0.091,2,1,2,181.7,4,1
4.79,0.0,0.0,49.9,24.7,165.2,3,0.374,1,2,2,448.9,1,1
-15.81,0.0,0.0,45.7,34.9,37.0,3,0.294,2,5,1,173.5,0,1
-0.95,0.57,7.5,71.1,9.8,225.8,2,0.389,1,1,1,549.2,4,1
7.58,0.0,0.0,48.5,75.0,225.9,3,0.262,2,0,1,508.0,1,1
-20.46,0.27,2.1,48.5,32.9,131.9,3,0.161,3,0,1,188.9,0,1
3.33,0.0,0.0,77.6,46.5,129.7,2,0.193,3,0,1,490.8,3,1
5.62,0.0,0.0,72.9,3.9,157.8,3,0.095,3,0,2,155.2,1,1
7.71,0.0,0.0,46.2,46.0,145.5,2,0.298,1,0,1,63.7,4,1
6.38,0.0,0.0,55.7,1.7,137.3,3,0.25,1,0,1,578.6,2,1
-23.44,2.07,16.7,51.4,54.5,147.6,3,0.31,1,5,2,468.7,0,1
3.04,0.0,0.0,91.6,10.7,208.2,2,0.215,2,3,1,319.0,4,1
5.35,0.0,0.0,78.6,145.1,152.5,3,0.283,1,0,2,513.8,2,1
4.51,0.0,0.0,58.7,1.4,59.1,3,0.485,3,4,2,91.7,1,1
3.69,0.0,0.0,73.6,170.3,220.6,2,0.132,3,2,1,456.8,3,1
6.97,0.0,0.0,44.7,118.1,63.6,3,0.371,1,0,1,576.0,2,1
-15.98,0.0,0.0,54.9,46.9,52.2,3,0.492,1,3,3,500.2,0,1
1.96,0.0,0.0,66.6,24.6,239.3,2,0.122,2,4,1,287.4,3,1
0.38,0.97,3.8,71.8,44.0,63.0,3,0.238,2,1,3,240.5,2,1
1.36,0.0,0.0,63.5,87.1,37.5,2,0.349,2,2,1,540.8,3,0
6.04,0.0,0.0,68.7,22.6,141.5,2,0.785,1,0,1,210.3,4,1
-0.23,0.74,10.3,66.2,42.7,201.1,2,0.055,3,1,1,565.6,3,1
4.08,0.08,0.0,62.5,2.4,28.7,2,0.061,2,1,1,225.9,3,1
7.27,0.0,0.0,60.6,114.1,125.3,3,0.634,1,1,1,118.8,1,1
5.32,0.0,0.0,58.6,9.1,30.4,3,0.351,1,0,1,179.7,1,1
-2.66,2.8,22.9,68.5,12.2,111.5,3,0.111,3,1,1,335.7,2,1
1.8,0.0,0.0,71.2,6.7,92.4,2,0.205,1,2,1,122.1,4,0
9.72,1.72,15.2,68.0,50.7,45.9,3,0.493,3,2,2,259.0,2,1
3.63,0.0,0.0,47.3,147.5,224.5,3,0.106,2,0,1,548.2,1,0
-2.46,2.08,56.9,50.0,84.6,157.8,2,0.294,3,0,1,101.6,3,1
8.09,0.0,0.0,71.0,10.6,204.7,2,0.178,3,0,1,388.0,4,1
5.03,0.0,0.0,87.1,48.7,218.8,2,0.146,3,1,1,272.1,4,1
7.76,0.0,0.0,67.3,145.9,224.3,3,0.19,2,0,1,406.1,1,1
3.19,0.0,0.0,58.8,26.9,183.3,2,0.364,2,3,3,319.3,3,1
6.15,0.0,0.0,68.4,6.0,84.1,3,0.248,1,1,1,532.2,2,1
5.91,0.0,0.0,47.9,40.8,201.5,3,0.493,2,0,3,271.4,2,1
6.74,0.0,0.0,84.6,31.5,132.0,3,0.526,2,1,2,329.6,1,0
-11.81,3.19,25.4,67.8,90.5,76.1,3,0.474,2,0,2,121.6,0,1
7.43,0.0,0.0,55.0,42.5,101.8,3,0.325,2,0,1,319.7,1,0
1.05,0.57,26.4,62.5,1.9,82.8,3,0.366,1,0,1,113.1,2,0
6.12,0.0,0.0,57.1,67.1,119.9,2,0.178,2,1,1,370.7,4,1
7.85,0.0,0.0,84.7,12.6,190.8,2,0.666,1,3,1,285.1,4,1
-14.49,0.51,44.2,62.0,151.2,124.1,3,0.412,2,0,1,480.9,0,1
1.43,0.0,0.0,67.3,20.9,75.3,2,0.363,2,2,1,280.2,3,1
-14.59,0.41,2.8,73.6,1.7,34.7,3,0.222,3,0,1,396.8,0,0
4.82,0.82,33.8,53.9,28.5,207.5,2,0.647,2,0,1,82.4,3,0
11.43,3.43,27.9,67.9,3.2,108.9,3,0.227,3,1,1,440.5,1,1
3.12,0.0,0.0,69.1,11.0,114.4,3,0.526,3,2,1,576.6,2,1
1.23,0.0,0.0,41.7,15.9,186.8,2,0.408,1,4,1,296.3,3,0
4.23,0.0,0.0,68.8,85.7,206.2,3,0.416,2,1,1,55.4,2,1
3.77,0.0,0.0,64.3,173.7,130.0,2,0.156,1,0,1,382.0,4,0
2.77,0.0,0.0,66.9,33.1,157.3,3,0.082,3,0,1,129.8,2,1
-1.91,1.14,19.8,65.5,10.3,68.8,2,0.628,2,0,3,307.4,4,1
1.41,0.0,0.0,68.9,35.3,225.4,2,0.747,1,3,1,67.9,3,1
5.92,0.0,0.0,85.1,52.8,142.8,3,0.296,1,1,2,293.5,1,1
1.27,0.0,0.0,47.3,14.5,176.9,2,0.204,2,0,1,531.0,3,0
9.84,1.84,23.2,59.9,103.8,40.7,3,0.422,1,0,1,124.5,2,1
5.03,0.0,0.0,75.0,157.3,158.3,3,0.382,1,0,1,324.1,2,1
-14.27,0.73,5.9,72.2,9.7,98.0,3,0.598,3,2,2,189.6,0,1
-16.85,0.0,0.0,71.9,127.9,116.3,3,0.141,1,0,2,193.6,0,1
7.07,0.0,0.0,98.0,27.3,168.5,3,0.305,2,3,1,403.8,2,0
-16.8,0.0,0.0,74.2,8.8,194.2,3,0.255,2,0,1,461.6,0,1
8.42,0.0,0.0,82.0,45.5,93.6,2,0.059,1,2,2,530.3,4,1
5.14,0.0,0.0,60.4,2.7,211.5,2,0.109,1,0,1,203.0,4,1
3.74,0.0,0.0,50.1,6.6,64.3,2,0.191,1,0,1,88.9,3,0
3.42,0.0,0.0,60.3,120.3,141.7,2,0.518,3,0,2,293.3,3,1
4.28,0.0,0.0,75.7,19.2,49.0,3,0.281,2,0,1,371.5,2,1
-16.49,0.0,0.0,71.1,0.0,80.1,3,0.472,1,4,2,456.8,0,0
10.59,2.59,63.8,71.0,46.7,216.5,3,0.35,3,2,2,465.8,1,1
4.32,0.0,0.0,61.8,125.9,17.6,3,0.606,1,0,2,525.0,2,1
6.05,0.0,0.0,59.4,55.1,221.0,2,0.05,1,1,1,67.1,4,0
8.14,0.14,6.7,62.3,73.1,88.9,3,0.126,1,1,1,589.5,1,1
7.85,0.0,0.0,75.9,90.7,171.6,3,0.554,3,1,1,581.7,2,1
5.03,0.0,0.0,77.6,60.0,35.6,3,0.318,2,0,1,69.6,1,0
-23.46,2.08,16.0,49.9,26.0,159.3,3,0.436,2,0,1,222.3,0,1
-16.21,0.0,0.0,76.4,36.3,219.6,3,0.328,1,0,1,471.0,0,1
-0.55,1.53,12.2,55.2,90.4,139.9,3,0.422,3,3,2,313.2,1,1
-13.83,1.17,20.7,72.0,19.6,96.5,3,0.403,3,0,1,52.6,0,1
-17.08,0.0,0.0,62.1,1.2,193.6,3,0.41,2,1,1,245.1,0,1
7.5,0.0,0.0,88.5,3.6,175.4,3,0.147,1,3,2,368.4,1,1
2.74,0.0,0.0,58.7,55.2,41.5,3,0.092,2,0,1,533.8,1,1
1.12,0.53,18.3,67.7,113.5,164.8,3,0.112,1,0,1,506.1,2,1
-16.85,0.0,0.0,74.1,155.3,164.5,3,0.507,1,0,2,570.5,0,0
4.92,0.0,0.0,51.9,49.8,184.2,3,0.517,2,1,1,307.4,1,0
3.77,0.0,0.0,63.9,7.6,86.2,3,0.611,2,0,1,489.1,2,1
5.21,0.0,0.0,61.0,12.8,105.3,2,0.28,3,0,2,105.4,4,0
9.42,5.42,44.2,57.3,73.8,231.0,2,0.49,1,0,1,335.2,3,1
7.09,0.0,0.0,58.4,58.0,144.0,2,0.803,1,1,2,554.1,4,1
7.62,0.0,0.0,81.7,79.9,129.4,3,0.685,2,1,2,511.4,1,1
7.11,0.0,0.0,56.0,3.9,237.0,3,0.185,2,0,1,410.6,2,1
8.7,0.7,9.4,73.5,43.5,66.7,3,0.213,2,2,3,132.1,2,1
4.52,0.0,0.0,69.7,74.5,104.5,2,0.235,2,0,1,150.1,4,1
-0.14,0.08,0.0,44.0,11.2,186.0,2,0.117,1,0,1,423.3,4,0
4.53,0.0,0.0,72.8,7.7,175.4,2,0.285,2,0,1,229.1,4,0
4.53,0.53,4.9,43.8,16.9,232.5,2,0.229,3,1,1,231.2,3,1
2.58,0.0,0.0,74.4,19.0,162.2,3,0.212,1,1,1,516.2,2,1
4.56,0.0,0.0,57.4,139.7,85.4,3,0.836,2,0,1,61.3,2,0
3.27,0.0,0.0,65.1,162.2,104.5,2,0.261,1,0,1,265.9,4,1
8.76,0.76,9.3,45.6,79.4,35.2,3,0.784,1,0,1,181.0,1,1
6.87,0.0,0.0,66.8,14.1,222.8,3,0.341,3,0,1,64.9,1,1
6.63,0.0,0.0,78.9,51.0,44.0,2,0.363,2,0,3,169.1,4,0
6.55,0.0,0.0,52.9,117.9,137.8,3,0.375,1,0,2,151.3,1,1
4.91,0.0,0.0,55.9,43.2,105.3,3,0.297,2,0,1,327.5,1,0
5.49,0.0,0.0,71.8,83.7,45.2,3,0.188,1,0,1,289.4,2,0
2.04,0.0,0.0,72.2,54.8,80.9,3,0.179,1,0,1,309.4,1,0
-0.47,0.28,19.5,30.0,9.8,157.6,2,0.162,3,0,1,532.9,4,0
5.38,0.0,0.0,95.2,21.9,22.0,2,0.681,1,1,1,321.9,4,0
5.81,0.0,0.0,72.9,24.5,232.3,3,0.166,2,0,2,401.5,1,0
8.02,0.02,0.0,75.5,8.4,219.5,3,0.646,2,1,1,406.1,2,1
8.93,0.0,0.0,62.8,41.2,34.0,2,0.617,3,0,2,334.3,4,1
6.42,2.42,14.9,37.2,167.9,210.4,2,0.372,1,0,2,217.6,3,1
2.5,0.0,0.0,75.1,4.6,88.9,3,0.144,2,0,1,546.7,1,1
4.12,0.0,0.0,56.5,42.6,30.2,3,0.2,1,0,2,291.0,2,1
3.7,0.0,0.0,73.2,31.2,83.9,2,0.26,1,2,1,364.1,3,0
8.83,4.83,53.7,61.7,165.8,197.0,2,0.472,1,0,3,357.5,3,1
-13.8,1.2,13.4,68.6,57.9,164.8,3,0.438,2,0,1,505.2,0,1
7.8,0.0,0.0,53.4,73.0,68.7,3,0.05,1,0,1,344.0,1,0
4.03,0.0,0.0,78.0,178.2,176.8,2,0.243,3,0,1,301.3,4,1
2.79,0.0,0.0,47.2,59.0,174.3,3,0.224,2,3,1,303.0,1,1
6.97,0.0,0.0,98.0,1.2,182.1,3,0.219,3,5,2,479.0,1,1
2.25,0.0,0.0,98.0,167.2,136.6,3,0.577,1,0,2,231.5,1,1
-18.1,0.0,0.0,89.5,6.5,199.3,3,0.312,1,0,1,564.2,0,0
-17.79,0.0,0.0,84.1,119.6,159.3,3,0.106,2,0,2,515.6,0,0
8.98,0.98,19.8,63.7,37.6,43.2,3,0.48,1,0,1,126.1,1,1
4.11,0.0,0.0,82.5,16.7,197.3,2,0.304,2,0,1,224.5,4,1
-23.6,2.16,20.8,63.6,18.9,87.8,3,0.609,3,0,1,548.1,0,1
6.26,0.0,0.0,41.7,16.0,173.6,3,0.377,2,0,2,203.1,1,1
-19.25,0.0,0.0,87.5,87.5,166.9,3,0.333,3,0,1,224.7,0,1
5.11,0.0,0.0,81.9,5.7,90.6,3,0.162,1,0,1,169.6,2,0
4.78,0.0,0.0,64.5,151.2,51.4,3,0.563,2,1,1,79.9,1,1
1.82,0.0,0.0,46.6,7.6,171.4,2,0.405,2,3,2,313.2,3,1
6.98,0.0,0.0,56.2,161.1,206.0,3,0.247,2,0,1,465.2,2,1
-1.33,1.4,19.7,37.7,70.3,203.6,2,0.359,2,2,1,413.0,3,1
1.21,0.0,0.0,79.2,16.4,156.0,2,0.05,2,0,1,65.2,3,1
6.71,0.0,0.0,41.0,4.5,66.2,3,0.275,3,0,1,337.9,2,0
3.46,0.0,0.0,69.3,90.9,86.1,2,0.47,1,1,1,231.7,4,1
0.98,0.61,35.9,52.3,61.7,184.8,3,0.353,1,0,2,403.0,2,1
6.67,0.0,0.0,43.6,38.3,107.4,2,0.354,1,3,1,272.8,4,1
7.81,0.0,0.0,68.6,56.8,179.8,2,0.393,1,3,2,589.3,4,1
4.89,0.0,0.0,60.0,67.9,84.6,3,0.485,2,0,3,505.6,2,1
-2.4,2.04,11.0,77.6,14.1,16.4,2,0.401,2,0,1,435.2,3,1
6.76,0.0,0.0,46.0,47.8,150.8,3,0.378,1,0,1,333.6,1,1
0.85,0.0,0.0,53.6,38.7,150.2,2,0.301,3,3,1,375.1,4,1
3.27,0.0,0.0,30.0,6.3,156.2,2,0.217,3,0,1,293.2,3,0
2.78,0.0,0.0,32.2,121.7,75.3,2,0.587,2,2,1,487.1,4,1
2.1,0.0,0.0,92.0,27.1,197.5,3,0.262,2,0,1,549.5,1,1
1.4,0.0,0.0,96.3,66.5,124.7,2,0.181,1,1,2,599.5,3,1
4.54,0.0,0.0,66.4,59.1,186.5,3,0.217,2,0,2,379.4,2,1
-19.11,0.0,0.0,52.6,29.5,152.5,3,0.18,2,2,1,425.0,0,1
-16.03,0.0,0.0,60.5,25.8,108.6,3,0.326,1,1,2,269.9,0,1
3.88,0.0,0.0,78.1,25.3,167.9,3,0.155,3,0,3,54.7,2,1
7.45,0.0,0.0,57.3,168.9,144.4,3,0.285,2,0,1,436.8,1,1
-16.8,0.0,0.0,68.6,25.1,129.9,3,0.608,1,0,1,563.7,0,1
3.26,0.0,0.0,64.8,66.2,160.9,3,0.379,2,1,2,522.8,2,0
0.34,0.4,2.7,56.5,18.4,34.3,2,0.304,2,2,2,533.2,3,0
0.88,0.67,10.9,57.1,4.2,219.8,3,0.082,1,0,1,271.2,1,0
5.73,0.0,0.0,69.4,7.0,90.4,2,0.358,1,3,2,442.5,4,1
1.61,0.0,0.0,50.3,153.5,65.6,2,0.05,1,0,1,401.1,3,1
-0.93,1.76,18.6,71.8,29.5,188.7,3,0.484,2,2,1,347.5,2,1
3.66,0.0,0.0,57.9,36.2,67.0,2,0.068,1,3,2,133.4,4,0
2.75,0.0,0.0,66.9,44.5,239.0,3,0.069,1,1,2,366.5,2,1
-13.56,1.44,11.8,85.8,50.5,109.6,3,0.391,3,4,1,214.2,0,1
-21.76,1.05,11.3,62.5,28.8,81.7,3,0.31,3,0,1,437.0,0,1
1.4,0.0,0.0,78.8,47.9,29.0,2,0.518,2,1,1,569.7,4,1
7.77,0.0,0.0,38.1,179.9,24.4,2,0.496,3,0,1,450.2,4,0
5.89,1.89,29.6,57.9,7.6,36.4,2,0.053,2,0,2,192.7,3,1
-19.36,0.0,0.0,65.4,35.3,16.1,3,0.308,1,1,1,305.9,0,1
3.42,0.0,0.0,93.8,9.6,88.6,3,0.204,2,3,2,360.7,1,1
-15.96,0.0,0.0,35.6,145.0,84.9,3,0.296,1,4,1,449.4,0,1
-23.32,1.99,13.2,63.6,49.8,111.8,3,0.232,2,1,1,131.3,0,1
0.35,0.99,15.2,86.9,56.2,67.4,3,0.336,3,2,1,339.1,1,1
4.3,0.0,0.0,53.2,121.5,29.1,3,0.774,1,2,2,523.1,2,0
-13.63,1.37,13.3,61.8,44.5,31.0,3,0.369,1,2,1,65.2,0,1
3.91,0.0,0.0,70.0,14.4,56.0,2,0.055,1,0,1,450.2,4,0
5.25,0.0,0.0,67.8,27.5,86.2,3,0.091,3,0,1,534.2,2,1
7.83,0.0,0.0,88.5,9.7,48.3,3,0.086,1,0,1,487.7,1,0
10.27,2.27,41.7,71.7,144.6,97.2,3,0.337,3,2,1,562.5,2,1
1.06,0.0,0.0,84.9,99.8,222.5,2,0.17,1,1,2,480.5,3,1
4.96,0.0,0.0,59.6,88.5,73.9,3,0.298,3,2,2,334.9,1,1
-12.94,2.06,14.0,53.9,75.4,52.9,3,0.433,1,4,1,312.3,0,1
-21.31,0.78,26.9,61.6,73.5,164.6,3,0.171,1,1,2,67.5,0,1
7.57,0.0,0.0,47.6,55.0,125.4,2,0.263,1,2,1,60.2,4,1
-20.05,0.03,0.0,72.3,11.3,25.6,3,0.093,1,1,1,401.7,0,1
2.76,0.0,0.0,59.2,25.3,192.3,2,0.091,1,1,1,201.5,3,0
4.39,0.0,0.0,54.9,93.5,176.0,3,0.072,1,0,1,218.9,1,1
0.1,0.54,5.8,72.5,63.1,234.9,2,0.53,2,4,1,493.9,3,1
-19.96,0.0,0.0,47.8,162.6,226.1,3,0.334,2,2,1,111.2,0,1
5.69,0.0,0.0,76.6,10.3,146.5,2,0.42,1,2,1,206.1,4,0
4.99,0.99,21.3,57.8,2.9,169.4,2,0.546,2,0,1,426.8,3,1
4.68,0.0,0.0,82.4,74.2,107.1,3,0.463,3,0,1,66.8,2,1
5.18,0.0,0.0,59.1,10.5,214.9,3,0.606,3,2,1,335.9,1,1
6.43,0.0,0.0,74.5,51.8,139.4,2,0.292,2,3,1,97.0,4,1
2.57,0.0,0.0,67.7,17.0,88.2,3,0.29,1,5,1,468.9,1,1
6.85,0.0,0.0,76.2,31.2,17.1,3,0.271,3,1,1,399.0,2,1
7.05,0.0,0.0,66.6,47.0,147.0,3,0.32,3,1,1,384.7,1,1
11.51,3.51,14.8,40.0,134.7,133.2,3,0.206,3,0,1,171.7,1,1
4.06,0.0,0.0,80.1,153.5,197.7,3,0.275,2,2,2,448.6,2,1
-18.65,0.0,0.0,63.7,42.5,57.1,3,0.582,2,0,1,215.9,0,1
-15.58,0.0,0.0,76.8,38.5,198.5,3,0.663,3,2,1,363.9,0,1
7.05,0.0,0.0,75.4,142.6,18.4,3,0.135,2,0,1,100.6,1,1
-18.84,0.0,0.0,53.4,48.7,147.1,3,0.118,1,3,1,102.8,0,1
3.99,0.0,0.0,51.3,59.4,104.3,3,0.744,3,0,1,156.7,2,1
6.35,0.0,0.0,74.8,23.4,89.6,2,0.255,3,0,3,168.8,4,0
-19.57,0.0,0.0,60.5,7.8,112.5,3,0.069,1,1,1,119.5,0,1
-18.53,0.0,0.0,79.0,4.1,65.3,3,0.414,1,1,1,115.0,0,1
-17.28,0.0,0.0,62.3,73.4,56.3,3,0.235,3,2,1,533.5,0,1
7.49,0.0,0.0,80.4,36.0,196.1,3,0.118,1,1,3,355.0,2,0
3.49,0.0,0.0,71.3,5.0,66.2,3,0.333,2,1,1,392.2,1,1
0.39,0.96,28.1,69.3,10.9,180.8,3,0.277,1,0,1,208.3,2,1
-22.29,1.37,13.1,59.4,62.4,175.1,3,0.353,1,2,1,80.5,0,1
1.85,0.09,0.0,68.5,51.7,22.5,3,0.165,2,5,2,582.6,1,1
1.72,0.17,3.3,82.9,22.3,213.2,3,0.591,3,2,2,79.7,2,1
4.61,0.0,0.0,64.2,10.0,192.6,3,0.459,2,0,2,502.4,2,1
2.03,0.0,0.0,73.0,177.7,194.1,3,0.324,1,2,2,415.8,2,1
0.74,0.15,1.0,65.7,157.0,197.1,2,0.367,1,0,1,274.1,3,1
3.06,0.0,0.0,66.9,29.3,146.1,3,0.346,1,4,1,460.6,2,1
3.9,0.0,0.0,90.9,54.6,238.5,2,0.377,3,0,2,470.6,4,1
8.31,0.31,3.4,83.0,43.9,55.3,3,0.275,2,0,1,533.1,2,0
6.65,0.0,0.0,66.2,103.5,31.3,3,0.408,3,0,1,349.7,1,1
5.04,0.0,0.0,68.2,119.5,173.4,3,0.407,3,2,1,167.5,1,1
3.85,0.0,0.0,54.5,140.4,81.1,3,0.087,2,1,1,364.9,1,1
3.92,0.0,0.0,62.4,21.5,151.9,3,0.37,1,1,1,104.6,2,1
5.82,0.0,0.0,69.6,56.5,103.1,3,0.414,3,0,1,256.9,1,0
6.46,0.0,0.0,77.8,27.9,90.0,2,0.297,1,3,1,385.7,4,1
2.73,0.0,0.0,76.2,94.7,216.0,3,0.256,3,0,1,188.5,2,1
5.09,0.0,0.0,48.4,2.9,47.0,2,0.545,2,0,1,525.8,4,0
-2.58,2.15,10.5,79.7,6.4,57.5,2,0.05,1,2,2,586.8,3,1
5.53,0.0,0.0,63.7,95.4,165.3,3,0.302,2,1,2,91.8,1,1
6.91,0.0,0.0,50.2,19.9,191.1,3,0.503,1,1,2,163.2,1,1
1.8,0.0,0.0,85.0,157.6,202.2,2,0.379,2,0,1,310.2,3,1
9.54,1.54,23.1,86.9,10.0,67.0,3,0.095,2,1,2,70.9,1,1
2.8,0.0,0.0,69.0,18.7,213.5,3,0.274,1,0,2,101.1,1,1
5.54,0.0,0.0,75.6,7.1,152.1,2,0.242,2,0,1,545.4,4,0
4.91,0.0,0.0,76.5,59.7,200.2,3,0.356,2,0,1,75.0,2,1
-17.75,0.0,0.0,85.9,85.0,30.4,3,0.203,3,1,1,186.1,0,1
4.71,0.0,0.0,75.9,30.7,95.3,3,0.304,3,0,1,283.0,2,1
5.27,0.0,0.0,45.1,26.3,133.1,3,0.323,2,0,2,61.3,2,1
7.12,0.0,0.0,95.1,14.3,144.8,2,0.247,3,0,1,495.8,4,0
5.94,1.94,57.6,81.0,178.0,37.3,2,0.292,1,0,1,506.5,3,1
-17.51,0.0,0.0,57.4,89.4,136.2,3,0.05,1,0,1,267.1,0,1
-15.46,0.0,0.0,49.6,121.3,164.7,3,0.05,1,1,2,161.0,0,1
0.75,0.15,3.0,72.6,3.0,96.4,2,0.208,3,0,2,540.8,3,1
-15.59,0.0,0.0,60.8,36.7,127.7,3,0.327,1,0,1,423.2,0,1
3.1,0.0,0.0,69.9,1.0,80.8,3,0.76,3,1,3,338.1,1,1
-14.77,0.23,7.8,76.2,10.5,210.9,3,0.423,2,0,1,265.8,0,1
-11.97,3.03,22.8,56.5,6.2,149.8,3,0.482,1,1,1,346.6,0,1
4.69,0.0,0.0,48.3,13.4,139.0,2,0.113,2,1,1,187.2,4,1
-22.98,1.79,16.6,70.8,4.1,227.5,3,0.322,2,2,2,297.3,0,1
-18.87,0.0,0.0,57.0,169.3,164.6,3,0.321,2,1,2,427.2,0,1
8.08,0.0,0.0,67.2,2.1,78.0,2,0.249,3,0,2,276.2,4,0
-16.12,0.0,0.0,44.9,104.3,159.4,3,0.204,2,0,2,426.7,0,1
5.62,0.0,0.0,61.2,122.0,231.4,2,0.321,1,0,1,456.3,4,0
-14.98,0.02,0.0,75.7,19.0,20.3,3,0.493,2,3,1,464.5,0,1
-16.29,0.0,0.0,74.1,41.0,156.0,3,0.115,1,0,1,363.0,0,1
-14.46,0.54,15.3,53.2,106.4,50.3,3,0.551,3,0,1,151.4,0,1
4.8,0.8,18.4,47.5,3.5,198.7,2,0.369,1,1,1,435.3,3,1
6.3,2.3,16.9,65.2,43.6,159.2,2,0.234,2,1,1,500.6,3,1
5.9,0.0,0.0,73.4,53.9,225.8,3,0.158,2,3,1,101.9,2,1
7.26,0.0,0.0,71.1,133.2,165.7,3,0.388,1,0,1,542.8,1,1
-18.27,0.0,0.0,57.3,102.7,18.9,3,0.11,2,3,1,567.7,0,1
3.5,0.0,0.0,69.5,134.7,129.8,3,0.363,1,1,3,417.5,2,0
9.27,1.27,8.5,87.5,32.7,218.3,3,0.409,2,2,1,111.1,1,1
5.54,0.0,0.0,68.1,56.4,67.3,3,0.05,2,0,2,409.5,2,1
4.51,0.51,29.9,40.5,174.5,33.7,2,0.38,1,0,1,245.8,3,1
5.31,0.0,0.0,68.0,92.4,177.0,2,0.073,1,0,2,217.0,4,0
3.53,0.0,0.0,95.7,49.5,128.1,3,0.05,2,2,1,70.2,2,0
-17.47,0.0,0.0,45.7,146.9,25.7,3,0.261,2,0,1,448.7,0,1
8.59,0.59,7.4,65.4,79.0,78.0,3,0.382,2,0,1,361.7,1,1
6.39,0.0,0.0,61.6,18.8,88.5,2,0.306,1,0,1,297.9,4,0
0.72,0.77,11.0,66.4,14.0,165.3,3,0.398,1,2,2,263.8,2,1
1.96,0.0,0.0,67.9,4.4,121.1,2,0.535,2,0,1,276.5,3,0
9.46,1.46,11.3,82.1,164.2,124.6,3,0.553,3,0,1,299.2,2,1
-18.03,0.0,0.0,66.3,12.1,196.5,3,0.217,2,1,1,312.6,0,1
0.5,0.0,0.0,84.2,23.2,77.6,2,0.204,2,3,1,103.7,4,0
7.23,3.23,25.9,63.2,52.5,166.3,2,0.21,2,2,1,259.2,3,1
6.71,0.0,0.0,59.7,154.3,97.7,2,0.156,2,1,1,85.2,4,1
4.82,0.0,0.0,55.0,172.3,109.1,2,0.313,3,0,1,476.8,4,1
4.07,0.0,0.0,37.7,105.4,140.1,3,0.597,1,0,1,337.2,1,1
7.71,0.0,0.0,69.1,44.5,171.5,3,0.577,2,0,1,489.7,1,0
3.65,0.0,0.0,95.8,10.5,227.7,3,0.26,1,0,1,286.1,1,1
7.87,0.0,0.0,71.9,15.8,75.5,2,0.161,1,0,3,134.2,4,1
6.36,0.0,0.0,75.3,5.7,38.3,3,0.26,1,1,1,214.8,2,1
